full_name,first_name,last_name,middle_name,nickname,suffix,other_names_end,other_names_middle,other_names_last,birthday,gender,id_bioguide,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,id_house_history,id_thomas,id_cspan,id_votesmart,id_lis,id_ballotpedia,id_opensecrets,id_fec_0,id_fec_1,id_fec_2
"Leonard Jarvis",Leonard,Jarvis,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,J000062,405967,4896,"Leonard Jarvis",Q1533704,kg:/m/0gd7f6,15769,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Richard Mentor Johnson",Richard,Johnson,Mentor,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,J000170,406067,4988,"Richard Mentor Johnson",Q109463,kg:/m/0m87r,15909,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Benjamin Jones",Benjamin,Jones,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,J000212,406107,5024,"Benjamin Jones (congressman)",Q817557,kg:/m/02rlzzg,15961,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Andrew Thompson Judson",Andrew,Judson,Thompson,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,J000279,406171,5084,"Andrew T. Judson",Q507827,kg:/m/02rgwnp,16048,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Kennon",William,Kennon,"Not Given","Not Given",Sr.,"Not Given","Not Given","Not Given",NULL,Male,K000123,406289,5191,"William Kennon Sr.",Q8013943,kg:/m/02rm3qg,16230,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Pendleton King",John,King,Pendleton,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,K000207,406368,5266,"John Pendleton King",Q1701385,kg:/m/0bbk8c,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George L. Kinnard",George,Kinnard,L.,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,K000224,406383,5281,"George L. Kinnard",Q1507721,kg:/m/02rkg06,16359,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Nehemiah Rice Knight",Nehemiah,Knight,Rice,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,K000287,406444,5339,"Nehemiah R. Knight",Q437985,kg:/m/0d2rdy,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Amos Lane",Amos,Lane,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000057,406566,5439,"Amos Lane",Q474271,kg:/m/02rkdsp,16656,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Gerrit Yates Lansing",Gerrit,Lansing,Yates,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000086,406595,5468,"Gerrit Y. Lansing",Q1659394,kg:/m/02rkpz3,16699,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Laporte",John,Laporte,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000094,406602,5475,"John Laporte",Q6244030,kg:/m/026vlf9,16710,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Washington Lay",George,Lay,Washington,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000150,406655,5526,"George W. Lay",Q5545672,kg:/m/02rkpx1,16783,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Luke Lea",Luke,Lea,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000164,406668,5532,"Luke Lea (representative)",Q1877053,kg:/m/05_3wl,16803,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Gideon Lee",Gideon,Lee,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000193,406696,5557,"Gideon Lee",Q336848,kg:/m/02rkq05,16835,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Joshua Lee",Joshua,Lee,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000197,406700,5561,"Joshua Lee (New York politician)",Q6290015,kg:/m/0ctvzn,16840,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Lee",Thomas,Lee,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000205,406708,5569,"Thomas Lee (New Jersey)",Q2425780,kg:/m/02z9yxj,16850,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Cutting Love",Thomas,Love,Cutting,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000459,406948,5794,"Thomas C. Love",Q7788146,kg:/m/02rkx05,17167,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Loyall",George,Loyall,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000488,406976,5819,"George Loyall",Q1507786,kg:/m/02rtnsm,17201,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward Lucas",Edward,Lucas,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000490,406978,5821,"Edward Lucas (congressman)",Q64798,kg:/m/026zkzd,17203,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Abijah Mann",Abijah,Mann,"Not Given","Not Given",Jr.,"Not Given","Not Given","Not Given",NULL,Male,M000099,407123,5955,"Abijah Mann, Jr.",Q3388776,kg:/m/02rklqf,17453,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Richard Irvine Manning",Richard,Manning,Irvine,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000110,407134,5964,"Richard Irvine Manning I",Q2149870,kg:/m/0263wlp,17466,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Young Mason",John,Mason,Young,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000220,407238,6057,"John Y. Mason",Q1258123,kg:/m/0389n1,17594,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Moses Mason",Moses,Mason,"Not Given","Not Given",Jr.,"Not Given","Not Given","Not Given",NULL,Male,M000223,407241,6060,"Moses Mason, Jr.",Q1949197,kg:/m/02rv9rt,17598,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Mason",William,Mason,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000227,407245,6064,"William Mason (U.S. politician)",Q8015207,kg:/m/02r1qc6,17603,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Johnathan McCarty",Johnathan,McCarty,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000320,407331,6139,"Johnathan McCarty",Q1291038,kg:/m/02rkg_v,17722,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William McComas",William,McComas,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000352,407360,6166,"William McComas",Q82439,kg:/m/03c2_kr,17766,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Jeremiah McLene",Jeremiah,McLene,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000556,407548,6343,"Jeremiah McLene",Q6180905,kg:/m/02phf_p,18021,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Jesse Miller",Jesse,Miller,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000734,407713,6489,"Jesse Miller",Q6186669,kg:/m/026ybp2,18249,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Rutger Bleecker Miller",Rutger,Miller,Bleecker,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000751,407729,6505,"Rutger B. Miller",Q3660859,kg:/m/02rkw71,18268,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Sherman Page",Sherman,Page,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000023,408434,7161,"Sherman Page",Q4411129,kg:/m/02rkwfm,19309,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Parker",James,Parker,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000061,408471,7195,"James Parker (New Jersey)",Q1360799,kg:/m/09xn4t,19350,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Gorham Parks",Gorham,Parks,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000074,408484,7207,"Gorham Parks",Q1509483,kg:/m/02rv9mp,19364,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Patterson",William,Patterson,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000132,408538,7258,"William Patterson (Ohio)",Q8016646,kg:/m/026mv9s,19440,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Dutee Jerauld Pearce",Dutee,Pearce,Jerauld,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000160,408565,7281,"Dutee Jerauld Pearce",Q1267962,kg:/m/02rhfbz,19474,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John James Pearson",John,Pearson,James,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000167,408572,7287,"John James Pearson",Q6241588,kg:/m/027c_x_,19484,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Ebenezer Pettigrew",Ebenezer,Pettigrew,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000270,408670,7378,"Ebenezer Pettigrew",Q1278667,kg:/m/0bmfs8,19611,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Balie Peyton",Balie,Peyton,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000282,408682,7387,"Balie Peyton",Q804962,kg:/m/0cglmd,19627,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Henry Laurens Pinckney",Henry,Pinckney,Laurens,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000355,408752,7456,"Henry L. Pinckney",Q1606971,kg:/m/02rtqqk,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Joseph Reynolds",Joseph,Reynolds,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000177,409153,7835,"Joseph Reynolds (congressman)",Q6286551,kg:/m/02rkt8y,20305,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Roane",John,Roane,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000291,409264,7935,"John Roane",Q1701580,kg:/m/027r6_x,20445,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John McCracken Robinson",John,Robinson,McCracken,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000344,409315,7983,"John McCracken Robinson",Q435094,kg:/m/0bk9c2,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Ruggles",John,Ruggles,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,R000502,409461,8109,"John Ruggles",Q6083063,kg:/m/04tp7y,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John W.A. Sanford",John,Sanford,W.A.,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000049,409565,NULL,"John W. A. Sanford",Q1674403,kg:/m/0279xfg,21192,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Ferdinand Schureman Schenck",Ferdinand,Schenck,Schureman,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000116,409624,8257,"Ferdinand Schureman Schenck",Q289310,kg:/m/02z8qhk,21279,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Schley",William,Schley,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000130,409638,8266,"William Schley",Q885830,kg:/m/0f95cz,21299,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Seymour",William,Seymour,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000272,412177,8388,"William Seymour (Congressman)",Q8018300,kg:/m/03cm9ct,21472,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Biddle Shepard",William,Shepard,Biddle,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000331,409828,8441,"William Biddle Shepard",Q2578044,kg:/m/0b6zrx,21548,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Norton Shinn",William,Shinn,Norton,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000365,409859,8472,"William Norton Shinn",Q2580137,kg:/m/02z9y_8,21590,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Nicholas Sickles",Nicholas,Sickles,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000403,409897,8504,"Nicholas Sickles",Q1156337,kg:/m/02rkv05,21640,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Jonathan Sloane",Jonathan,Sloane,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000495,409982,8583,"Jonathan Sloane",Q6274443,kg:/m/02rm1zs,21755,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"David Spangler",David,Spangler,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000699,410170,8762,"David Spangler (congressman)",Q5239969,kg:/m/02rl_hp,22001,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Nevett Steele",John,Steele,Nevett,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000834,410298,8871,"John Nevett Steele",Q287187,kg:/m/026wvxd,22172,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Bellamy Storer",Bellamy,Storer,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000971,410429,8991,"Bellamy Storer (1796���187",Q815796,kg:/m/02rm4jy,22343,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Joel Barlow Sutherland",Joel,Sutherland,Barlow,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S001083,410536,9095,"Joel Barlow Sutherland",Q13219838,kg:/m/026wn9x,22479,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James C. Terrell",James,Terrell,C.,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,T000130,410712,NULL,"James C. Terrell",Q1471732,kg:/m/0279xjk,22791,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Thomson",John,Thomson,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,T000230,410809,9351,"John Thomson (Ohio politician)",Q1701932,kg:/m/02rm4sh,22912,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Turner",James,Turner,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,T000422,410992,9518,"James Turner (Maryland politician)",Q895857,kg:/m/02rj0gm,23151,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Joel Turrill",Joel,Turrill,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,T000435,411003,9529,"Joel Turrill",Q3701309,kg:/m/02rkrz_,23169,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Garret Dorset Wall",Garret,Wall,Dorset,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000071,411250,9757,"Garret D. Wall",Q1432382,kg:/m/0csns5,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Daniel Wardwell",Daniel,Wardwell,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000146,411320,9826,"Daniel Wardwell",Q3915859,kg:/m/02rknly,23384,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Corbin Washington",George,Washington,Corbin,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000179,411352,9856,"George Corbin Washington",Q895883,kg:/m/0b3nlr,23426,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Moore Wayne",James,Wayne,Moore,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000218,411386,9887,"James Moore Wayne",Q1250079,kg:/m/02gtj2,23478,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Campbell Patrick White",Campbell,White,Patrick,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000358,411520,10012,"Campbell P. White",Q336626,kg:/m/02rkmnb,23641,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Hugh Lawson White",Hugh,White,Lawson,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000376,411537,10029,"Hugh Lawson White",Q1634433,kg:/m/01_ftb,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Joseph M. White",Joseph,White,M.,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000383,411543,NULL,"Joseph M. White",Q1355238,kg:/m/0b1pzj,23669,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Zalmon Wildman",Zalmon,Wildman,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,W000463,411620,10108,"Zalmon Wildman",Q145190,kg:/m/02p_xyk,23768,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Judah Dana",Judah,Dana,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,D000022,403163,2314,"Judah Dana",Q5616448,kg:/m/0bnwnm,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Robert Carter Nicholas",Robert,Nicholas,Carter,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,N000085,408170,6912,"Robert C. Nicholas",Q436527,kg:/m/0d3287,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Page",John,Page,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000019,408430,7157,"John Page (New Hampshire)",Q884626,kg:/m/07v5hj,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Richard Elliott Parker",Richard,Parker,Elliott,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000069,408479,7202,"Richard E. Parker",Q2149386,kg:/m/08k_hd,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Selby Spence",John,Spence,Selby,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000719,410188,8779,"John S. Spence",Q433362,kg:/m/05rzsz,22026,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Robert Strange",Robert,Strange,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,S000992,410450,9012,"Robert Strange",Q1728001,kg:/m/02kl51,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Martin Van Buren",Martin,"Van Buren","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,V000009,411074,9595,"Martin Van Buren",Q11820,kg:/m/04_0m,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Alexander",James,Alexander,"Not Given","Not Given",Jr.,"Not Given","Not Given","Not Given",NULL,Male,A000095,400753,83,"James Alexander Jr.",Q6128502,kg:/m/0269r6l,8390,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Heman Allen",Heman,Allen,"Not Given","of Milton","Not Given","Not Given","Not Given","Not Given",NULL,Male,A000123,400779,106,"Heman Allen (of Milton)",Q1604686,kg:/m/02rldzl,8432,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Tuttle Andrews",John,Andrews,Tuttle,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,A000246,400879,196,"John T. Andrews",Q6259910,kg:/m/02rksx6,8606,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Cyrus Beers",Cyrus,Beers,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000311,401303,580,"Cyrus Beers",Q5201072,kg:/m/02rknff,9178,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Bennet Bicknell",Bennet,Bicknell,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000437,401423,689,"Bennet Bicknell",Q4889626,kg:/m/02rkmjk,9342,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Samuel Birdsall",Samuel,Birdsall,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000483,401464,728,"Samuel Birdsall",Q7410925,kg:/m/02rkw7d,9402,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Ratliff Boon",Ratliff,Boon,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000628,401593,852,"Ratliff Boon",Q181208,kg:/m/05xvr6,9597,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
